Date/Time,kWh del int,kVARh del int,kWh rec int,kVARh rec int,Vll ab mean,Vll bc mean,Vll ca mean,I a mean,I b mean,I c mean,Vll avg mean,I avg mean
08-01-2023 15:45:00000,0.000000,0.000000,1.378135,3.505942,23032.387,23153.197,23093.635,0.430061,0.338208,0.527341,23093.076,0.431870
08-01-2023 16:00:00000,0.000000,0.000000,1.378303,3.503487,23031.168,23152.662,23092.707,0.430006,0.337380,0.527826,23092.164,0.431737
08-01-2023 16:15:00000,0.000000,0.000000,1.380935,3.539225,23037.611,23158.270,23099.580,0.433779,0.340937,0.533063,23098.482,0.435926
08-01-2023 16:30:00000,0.000000,0.000000,1.378654,3.521784,23031.268,23152.127,23095.000000,0.428897,0.341759,0.532021,23092.797,0.434226
08-01-2023 16:45:00000,0.000000,0.000000,1.379831,3.523358,23041.711,23160.598,23106.598,0.429049,0.341678,0.532479,23102.968750,0.434402
08-01-2023 17:00:00000,0.000000,0.000000,1.379287,3.526573,23033.324,23151.445,23098.861,0.426579,0.344551,0.534496,23094.543,0.435209
08-01-2023 17:15:00000,0.000000,0.000000,1.362282,3.349888,23016.740,23132.221,23080.693,0.408384,0.324135,0.512496,23076.553,0.415005
08-01-2023 17:30:00000,0.000000,0.000000,1.365503,3.378486,23033.352,23146.434,23099.021,0.414862,0.324119,0.514763,23092.937500,0.417915
08-01-2023 17:45:00000,0.000000,0.000000,1.364151,3.369895,23034.145,23145.090,23101.562500,0.413772,0.323410,0.513617,23093.590,0.416933
08-01-2023 18:00:00000,0.000000,0.000000,1.359873,3.319963,23035.020,23142.437500,23101.965,0.407708,0.318558,0.507834,23093.139,0.411366
08-01-2023 18:15:00000,0.000000,0.000000,1.373035,3.475688,23035.564,23140.277,23100.916,0.426135,0.335031,0.526709,23092.268,0.429292
08-01-2023 18:30:00000,0.000000,0.000000,1.374883,3.509717,23030.387,23135.350,23096.131,0.430640,0.337708,0.531279,23087.291,0.433209
08-01-2023 18:45:00000,0.000000,0.000000,1.375453,3.535202,23033.006,23135.418,23097.488,0.435966,0.338901,0.533380,23088.633,0.436082
08-01-2023 19:00:00000,0.000000,0.000000,1.373537,3.527771,23041.857,23142.502,23105.852,0.435145,0.338529,0.532290,23096.727,0.435321
08-01-2023 19:15:00000,0.000000,0.000000,1.373791,3.548435,23036.551,23135.256,23099.646,0.436963,0.340632,0.534872,23090.484,0.437489
08-01-2023 19:30:00000,0.000000,0.000000,1.366096,3.461157,23034.937500,23133.937500,23098.646,0.432140,0.326708,0.523613,23089.166,0.427487
08-01-2023 19:45:00000,138.443390,2.802862,4.445809,12.840052,23032.471,23130.762,23095.967,14.793392,14.454415,14.746681,23086.383,14.664827
08-01-2023 20:00:00000,509.426331,10.211951,0.000000,28.091940,23023.471,23115.068,23085.131,51.203156,51.155025,51.230587,23074.582,51.196308
08-01-2023 20:15:00000,530.281860,61.852295,0.000000,0.000000,23072.762,23147.262,23128.248,53.332783,53.646362,53.247398,23116.074,53.408894
08-01-2023 20:30:00000,588.171387,61.848862,0.000000,0.000000,23058.328,23133.926,23112.607,59.036324,59.453121,59.059521,23101.631,59.182991
08-01-2023 20:45:00000,620.558167,59.869823,0.000000,0.000000,23051.303,23125.834,23104.355,62.202198,62.710262,62.294693,23093.824,62.402382
08-01-2023 21:00:00000,632.612549,67.660660,0.000000,0.000000,23036.486,23108.434,23087.223,63.482204,64.080254,63.624504,23077.383,63.728981
08-01-2023 21:15:00000,632.570557,87.306229,0.000000,0.000000,23042.109,23112.268,23095.090,63.706940,64.343460,63.774158,23083.164,63.941475
08-01-2023 21:30:00000,632.518372,87.707298,0.000000,0.000000,22997.025,23067.029,23050.602,63.840538,64.480309,63.897419,23038.215,64.072746
08-01-2023 21:45:00000,632.608032,54.842464,0.000000,0.000000,22925.695,22996.871,22978.355,63.665253,64.262070,63.782425,22966.971,63.903252
08-01-2023 22:00:00000,632.561340,40.061337,0.000000,0.000000,22918.592,22990.416,22972.031250,63.569008,64.139786,63.691589,22960.342,63.800133
08-01-2023 22:15:00000,632.512024,34.469624,0.000000,0.000000,22918.756,22991.832,22972.861,63.535744,64.082924,63.660206,22961.154,63.759651
08-01-2023 22:30:00000,632.518372,25.408571,0.000000,0.000000,22915.656250,22987.596,22967.861,63.484005,64.049675,63.651165,22957.031250,63.728260
08-01-2023 22:45:00000,632.473145,30.971066,0.000000,0.000000,22908.221,22980.037,22960.029,63.531460,64.103218,63.697926,22949.430,63.777546
08-01-2023 23:00:00000,632.467346,46.064922,0.000000,0.000000,22946.984,23017.373,22997.021,63.512066,64.117165,63.679092,22987.135,63.769489
08-01-2023 23:15:00000,632.525574,47.105095,0.000000,0.000000,22942.514,23011.633,22988.984,63.538761,64.176704,63.766087,22981.047,63.827175
08-01-2023 23:30:00000,632.499329,63.673843,0.000000,0.000000,22952.953,23020.553,22997.332,63.612671,64.291595,63.857864,22990.301,63.920731
08-01-2023 23:45:00000,632.521240,43.302483,0.000000,0.000000,22963.322,23032.309,23008.039,63.435925,64.082047,63.703911,23001.184,63.740639
09-01-2023 0:00:00000,632.438904,43.484951,0.000000,0.007239,22943.545,23011.355,22986.031250,63.467358,64.142723,63.774910,22980.324,63.794971
09-01-2023 0:15:00000,632.423218,63.215157,0.000000,0.000000,22979.162,23046.074,23019.004,63.520237,64.226074,63.844780,23014.727,63.863678
09-01-2023 0:30:00000,632.502930,50.721146,0.000000,0.000000,22957.297,23024.375000,22996.338,63.467308,64.172089,63.826427,22992.672,63.821938
09-01-2023 0:45:00000,632.453430,69.929008,0.000000,0.000000,22939.937500,23005.727,22978.773,63.672440,64.409050,64.014214,22974.809,64.031929
09-01-2023 1:00:00000,632.467590,58.739948,0.000000,0.000000,22968.037,23032.852,23004.439,63.478012,64.227303,63.866108,23001.752,63.857159
09-01-2023 1:15:00000,632.462341,41.068615,0.000000,0.000000,22958.697,23023.582,22993.494,63.352612,64.101425,63.792393,22991.918,63.748802
09-01-2023 1:30:00000,632.464172,31.115173,0.000000,0.006184,22954.092,23020.967,22987.084,63.289188,64.015884,63.789070,22987.389,63.698048
09-01-2023 1:45:00000,632.337463,24.113752,0.000000,0.030814,22959.873,23026.662,22992.809,63.225048,63.951241,63.734207,22993.131,63.636803
09-01-2023 2:00:00000,632.383972,15.794214,0.000000,1.044763,22954.316,23020.473,22984.324,63.190933,63.943459,63.765190,22986.369,63.633202
09-01-2023 2:15:00000,632.394165,16.646210,0.000000,1.045402,22962.174,23028.973,22995.074,63.193256,63.924225,63.709351,22995.404,63.608955
09-01-2023 2:30:00000,632.379089,25.524693,0.000000,0.405684,22980.430,23047.275,23012.654,63.181023,63.915028,63.696869,23013.447,63.597664
09-01-2023 2:45:00000,632.284180,33.975327,0.000000,0.000000,22988.445,23055.693,23021.080,63.189640,63.912373,63.689026,23021.738,63.596992
09-01-2023 3:00:00000,632.371887,35.438808,0.000000,0.000000,22981.264,23050.059,23013.371,63.228924,63.931503,63.744507,23014.904,63.634998
09-01-2023 3:15:00000,632.324707,42.208527,0.000000,0.000000,22986.836,23054.812500,23019.986,63.269382,63.980816,63.748459,23020.521,63.666214
09-01-2023 3:30:00000,632.323914,35.185181,0.000000,0.000000,22987.035,23055.816,23019.762,63.218960,63.920341,63.719391,23020.865,63.619522
09-01-2023 3:45:00000,632.245178,30.618872,0.000000,0.000000,22983.455,23052.705,23017.486,63.203060,63.889526,63.686214,23017.869,63.592976
09-01-2023 4:00:00000,632.265015,28.456013,0.000000,0.001077,22984.787,23053.834,23017.277,63.182232,63.877937,63.695225,23018.615,63.585152
09-01-2023 4:15:00000,632.347473,29.049959,0.000000,0.027662,22988.633,23056.381,23019.980,63.174839,63.890366,63.696854,23021.660,63.587345
09-01-2023 4:30:00000,632.234070,20.127369,0.000000,0.335837,22989.680,23056.033,23018.549,63.091438,63.843098,63.669605,23021.422,63.534714
09-01-2023 4:45:00000,632.297668,18.111357,0.000000,0.470883,22987.148,23053.109,23014.898,63.076099,63.840759,63.677185,23018.383,63.531311
09-01-2023 5:00:00000,632.287109,18.983929,0.000000,0.628349,22984.035,23050.156250,23012.277,63.098518,63.859039,63.691841,23015.484,63.549835
09-01-2023 5:15:00000,632.251160,10.863355,0.000000,0.621074,22992.812500,23058.795,23020.676,63.027035,63.794353,63.635639,23024.098,63.485710
09-01-2023 5:30:00000,632.195923,14.175063,0.000000,0.688060,22983.949,23050.516,23011.680,63.060127,63.818687,63.672543,23015.359,63.517044
09-01-2023 5:45:00000,632.281616,24.238373,0.000000,0.134896,22983.770,23049.898,23011.740,63.112881,63.876652,63.704533,23015.150,63.564678
09-01-2023 6:00:00000,632.197388,32.015526,0.000000,0.000000,22987.107,23051.312500,23012.504,63.112450,63.920616,63.738205,23016.975,63.590420
09-01-2023 6:15:00000,632.318176,26.969080,0.000000,0.252135,22992.357,23056.066,23017.561,63.079880,63.896725,63.714314,23022.000000,63.563667
09-01-2023 6:30:00000,632.276367,25.708101,0.000000,0.044499,22986.020,23052.424,23011.625000,63.091740,63.864845,63.735386,23016.693,63.563972
09-01-2023 6:45:00000,632.227600,20.521456,0.000000,0.399365,22992.004,23054.949,23014.426,63.016644,63.857307,63.712502,23020.467,63.528790
09-01-2023 7:00:00000,632.223145,14.965745,0.000000,1.089240,22988.562500,23054.055,23013.818,63.023605,63.811680,63.686462,23018.803,63.507256
09-01-2023 7:15:00000,632.109192,24.571478,0.000000,0.316936,22975.936,23040.854,23002.451,63.100105,63.893333,63.723404,23006.418,63.572289
09-01-2023 7:30:00000,632.138855,57.912376,0.000000,0.000000,22979.718750,23045.355,23005.984,63.317028,64.103165,63.913906,23010.359,63.778019
09-01-2023 7:45:00000,632.036316,54.428719,0.000000,0.000000,22988.502,23056.340,23015.727,63.257423,64.009209,63.856552,23020.189,63.707634
09-01-2023 8:00:00000,632.043640,63.389626,0.000000,0.000000,22971.324,23037.352,22997.016,63.384979,64.176987,64.000923,23001.908,63.854294
09-01-2023 8:15:00000,632.379761,45.292126,0.000000,0.000000,22970.807,23041.465,23005.742,63.355385,64.021126,63.821575,23006.002,63.732750
09-01-2023 8:30:00000,632.299500,47.108620,0.000000,0.000000,22945.141,23015.180,22982.229,63.430714,64.107063,63.863914,22980.834,63.800602
09-01-2023 8:45:00000,632.173096,59.110168,0.000000,0.000000,22944.689,23010.904,22982.139,63.510902,64.256172,63.913002,22979.256,63.893410
09-01-2023 9:00:00000,632.338318,48.265598,0.000000,0.000000,22972.549,23039.035,23006.576,63.333187,64.089928,63.814201,23006.059,63.745804
09-01-2023 9:15:00000,632.346558,41.457249,0.000000,0.000000,22952.645,23019.752,22982.932,63.311523,64.070992,63.875305,22985.080,63.752636
09-01-2023 9:30:00000,632.488220,48.941246,0.000000,0.064696,22971.748,23039.533,23000.457,63.326523,64.084785,63.918171,23003.910,63.776493
09-01-2023 9:45:00000,632.473755,24.896822,0.000000,0.259641,22953.473,23025.779,22983.775,63.217224,63.906303,63.840641,22987.662,63.654694
09-01-2023 10:00:00000,632.630432,44.946400,0.000000,0.019466,22944.488,23014.543,22969.645,63.345398,64.092987,64.036003,22976.218750,63.824776
09-01-2023 10:15:00000,632.678955,6.831819,0.000000,49.502056,22975.031250,23071.133,23018.322,63.437904,63.752464,64.101494,23021.506,63.763992
09-01-2023 10:30:00000,632.786072,0.000000,0.000000,59.819355,22943.500000,23042.955,22989.096,63.557835,63.829151,64.246071,22991.854,63.877689
09-01-2023 10:45:00000,632.825073,0.000000,0.000000,43.041218,22943.375000,23044.223,22988.967,63.463768,63.704365,64.124382,22992.197,63.764164
09-01-2023 11:00:00000,632.821716,0.052775,0.000000,23.275452,22945.861,23046.656250,22991.117,63.367973,63.596195,63.987106,22994.547,63.650425
09-01-2023 11:15:00000,632.845825,7.927170,0.000000,3.242024,22935.562500,23035.271,22979.574,63.366810,63.599915,63.942108,22983.467,63.636257
09-01-2023 11:30:00000,632.947571,8.382378,0.000000,10.793777,22956.074,23056.730,23000.156250,63.345757,63.566818,63.936939,23004.336,63.616535
09-01-2023 11:45:00000,632.889038,0.000000,0.000000,24.590307,22946.812500,23048.502,22990.246,63.347588,63.574177,64.008904,22995.193,63.643501
09-01-2023 12:00:00000,632.902283,0.000000,0.000000,24.534519,22946.158,23047.877,22988.998,63.346714,63.576073,64.020927,22994.343750,63.647926
09-01-2023 12:15:00000,633.131348,0.257609,0.000000,8.113036,22942.758,23045.656250,22985.197,63.347900,63.552345,63.999660,22991.191,63.633293
09-01-2023 12:30:00000,632.994263,1.664363,0.000000,4.200699,22948.857,23052.199,22991.468750,63.317375,63.512287,63.960930,22997.498,63.596832
09-01-2023 12:45:00000,633.041565,0.026421,0.000000,12.472385,22945.324,23049.506,22988.236,63.337547,63.531261,64.007393,22994.352,63.625347
09-01-2023 13:00:00000,633.082520,0.015606,0.000000,13.943339,22947.295,23052.633,22990.051,63.336166,63.516796,64.019325,22996.668,63.624111
09-01-2023 13:15:00000,633.229980,0.189068,0.000000,17.163122,22944.281250,23049.336,22986.824,63.374741,63.561447,64.066895,22993.490,63.667698
09-01-2023 13:30:00000,604.852112,1.061971,0.000000,2.805224,22944.375000,23049.500000,22986.773,60.536797,60.647377,61.152248,22993.553,60.778866
09-01-2023 13:45:00000,583.957031,1.564530,0.000000,5.474914,22948.506,23052.389,22990.547,58.452694,58.539776,59.038242,22997.135,58.676842
09-01-2023 14:00:00000,584.021240,2.092656,0.000000,9.912276,22943.723,23047.324,22989.822,58.514683,58.569607,59.042492,22993.639,58.708935
09-01-2023 14:15:00000,583.972412,7.003399,0.000000,1.723309,22940.930,23045.404,22984.593750,58.495716,58.554245,59.037354,22990.326,58.695732
09-01-2023 14:30:00000,584.052979,10.599557,0.000000,0.163724,22948.937500,23052.512,22991.666,58.489288,58.560097,59.019337,22997.715,58.689560
09-01-2023 14:45:00000,583.998718,0.971497,0.000000,5.086920,22945.998,23049.275,22987.687500,58.455475,58.555763,59.046505,22994.312500,58.685905
09-01-2023 15:00:00000,583.964233,1.741052,0.000000,2.100323,22948.416,23049.527,22988.939,58.431961,58.569252,59.023678,22995.617,58.674927
09-01-2023 15:15:00000,583.899109,0.014802,0.000000,9.743685,22947.904,23049.014,22989.520,58.436829,58.574104,59.028263,22995.468750,58.679718
09-01-2023 15:30:00000,583.871826,0.010119,0.000000,10.807178,22944.967,23042.383,22985.963,58.433315,58.623985,59.012920,22991.104,58.690086
09-01-2023 15:45:00000,583.914612,0.696115,0.000000,3.010148,22947.156250,23043.662,22989.391,58.435799,58.623981,58.966003,22993.391,58.675247
09-01-2023 16:00:00000,583.913330,0.573970,0.000000,4.861818,22945.748,23041.416,22987.896,58.437725,58.639038,58.967636,22991.689,58.681412
09-01-2023 16:15:00000,583.944824,2.691407,0.000000,1.141451,22942.777,23040.611,22985.229,58.458427,58.625446,58.981983,22989.551,58.688602
09-01-2023 16:30:00000,583.966858,0.599668,0.000000,5.519186,22948.801,23043.264,22993.932,58.462730,58.658432,58.919930,22995.324,58.680344
09-01-2023 16:45:00000,584.007568,0.000000,0.000000,30.089397,22945.646,23041.066,22990.906250,58.535671,58.733032,59.054653,22992.535,58.774410
09-01-2023 17:00:00000,584.048035,0.000000,0.000000,44.419277,22943.320,23039.898,22988.553,58.617092,58.807648,59.179821,22990.607,58.868221
09-01-2023 17:15:00000,583.895508,0.000000,0.000000,63.304169,22948.812500,23046.396,22995.426,58.756718,58.944496,59.349266,22996.875000,59.016792
09-01-2023 17:30:00000,583.761230,0.000000,0.000000,78.267052,22945.967,23043.982,22994.486,58.962269,59.147816,59.547531,22994.822,59.219219
09-01-2023 17:45:00000,583.651428,0.000000,0.000000,73.020073,22936.240,23032.129,22983.949,58.919697,59.134048,59.484936,22984.113,59.179558
09-01-2023 18:00:00000,583.615051,0.000000,0.000000,68.844398,22948.061,23041.510,22994.078,58.793011,59.042255,59.360832,22994.561,59.065361
09-01-2023 18:15:00000,584.266235,0.000000,0.000000,67.924683,22941.631,23033.236,22989.285,58.820866,59.074337,59.331516,22988.053,59.075577
09-01-2023 18:30:00000,583.531738,0.000000,0.000000,70.056679,22941.803,23034.439,22990.896,58.843128,59.077488,59.339943,22989.055,59.086788
09-01-2023 18:45:00000,583.543152,0.000000,0.000000,75.422363,22942.410,23034.965,22994.000000,58.956230,59.163944,59.402607,22990.482,59.174198
09-01-2023 19:00:00000,583.588684,0.000000,0.000000,74.668091,22944.672,23035.084,22996.547,58.988144,59.215626,59.404446,22992.096,59.202686
09-01-2023 19:15:00000,583.576233,0.000000,0.000000,64.048882,22931.893,23020.324,22984.098,58.889149,59.134491,59.269699,22978.785,59.097809
09-01-2023 19:30:00000,583.488342,0.000000,0.000000,48.356232,22940.457,23028.582,22992.592,58.669617,58.905716,59.019142,22987.207,58.864799
09-01-2023 19:45:00000,583.478943,0.000000,0.000000,53.158863,22943.297,23032.357,22995.838,58.702274,58.924271,59.059479,22990.516,58.895290
09-01-2023 20:00:00000,583.383972,10.512708,0.000000,33.288918,22926.500000,23009.254,22973.705,58.642925,58.979832,59.008747,22969.818,58.877106
09-01-2023 20:15:00000,583.277954,18.848888,0.000000,0.000000,22957.020,23029.059,22993.043,58.323536,58.870220,58.753994,22993.043,58.649265
09-01-2023 20:30:00000,583.395874,5.861073,0.000000,0.465537,22955.324,23027.436,22990.635,58.296661,58.843998,58.760754,22991.125000,58.633820
09-01-2023 20:45:00000,583.174622,10.714832,0.000000,0.751618,22950.311,23019.658,22983.918,58.285057,58.880302,58.759979,22984.596,58.641785
09-01-2023 21:00:00000,583.222595,19.083641,0.000000,0.000000,22954.742,23020.564,22987.123,58.283237,58.934750,58.747536,22987.484,58.655174
09-01-2023 21:15:00000,583.180176,28.869411,0.000000,0.000000,22951.123,23016.117,22988.047,58.363434,59.006634,58.722656,22985.111,58.697559
09-01-2023 21:30:00000,583.141296,37.600025,0.000000,0.000000,22948.465,23013.713,22985.889,58.428226,59.067104,58.768974,22982.676,58.754784
09-01-2023 21:45:00000,583.200073,34.293251,0.000000,0.000000,22960.988,23027.199,23000.843750,58.403500,59.012814,58.703918,22996.332,58.706753
09-01-2023 22:00:00000,583.113525,18.263021,0.000000,0.000000,22955.154,23023.096,22996.422,58.342331,58.912823,58.646900,22991.562500,58.633965
09-01-2023 22:15:00000,583.184509,18.085089,0.000000,0.000000,22950.316,23018.842,22990.135,58.354107,58.923016,58.687687,22986.436,58.654922
09-01-2023 22:30:00000,583.122986,11.416438,0.000000,0.045059,22957.168,23026.578,22996.490,58.311249,58.867584,58.668407,22993.416,58.615761
09-01-2023 22:45:00000,583.139771,24.858606,0.000000,0.001692,22945.203,23011.842,22983.111,58.377110,58.983997,58.727974,22980.047,58.696323
09-01-2023 23:00:00000,583.138184,22.185022,0.000000,0.000000,22947.473,23012.277,22984.889,58.352661,58.986397,58.707001,22981.531250,58.682007
09-01-2023 23:15:00000,582.872681,64.208199,0.000000,0.000000,22939.801,23001.318,22977.906250,58.693363,59.390457,58.973293,22972.990,59.019054
09-01-2023 23:30:00000,582.706055,79.280579,0.000000,0.000000,22957.930,23018.139,22994.996,58.805874,59.535698,59.086674,22990.342,59.142780
09-01-2023 23:45:00000,582.828491,75.340080,0.000000,0.000000,22942.127,23001.826,22977.396,58.795502,59.541428,59.119350,22973.773,59.152073
10-01-2023 0:00:00000,582.694946,113.693085,0.000000,0.000000,22943.180,22995.193,22975.420,59.363441,60.203926,59.670464,22971.264,59.745956
10-01-2023 0:15:00000,582.759766,115.742142,0.000000,0.000000,22962.424,23013.629,22990.268,59.311924,60.189163,59.699970,22988.760,59.733643
10-01-2023 0:30:00000,582.673950,108.294556,0.000000,0.000000,22976.730,23029.516,23002.402,59.116589,59.980732,59.556484,23002.881,59.551247
10-01-2023 0:45:00000,582.797241,93.385094,0.000000,0.000000,22960.336,23015.881,22985.125000,58.914814,59.741943,59.394661,22987.113,59.350471
10-01-2023 1:00:00000,582.658630,98.084656,0.000000,0.000000,22967.461,23022.096,22992.016,58.960400,59.805843,59.437286,22993.875000,59.401096
10-01-2023 1:15:00000,582.575928,101.735687,0.000000,0.000000,22953.529,23006.885,22975.516,59.037987,59.913742,59.560837,22978.650,59.504124
10-01-2023 1:30:00000,582.762756,96.364059,0.000000,0.000000,22970.822,23022.832,22987.086,58.878300,59.794231,59.511623,22993.590,59.394726
10-01-2023 1:45:00000,582.896240,94.289993,0.000000,0.000000,22967.320,23024.221,22985.146,58.894817,59.734756,59.513870,22992.215,59.381161
10-01-2023 2:00:00000,494.026825,79.546677,0.000000,0.000000,22945.309,23007.936,22965.502,49.955936,50.647839,50.473442,22972.916,50.359047
10-01-2023 2:15:00000,284.353241,45.610115,0.000000,0.000000,22969.732,23033.439,22992.689,28.613962,29.283409,28.967321,22998.623,28.954908
10-01-2023 2:30:00000,403.570129,55.286949,0.000000,0.000000,22981.986,23046.176,23003.439,40.621521,41.192055,41.033794,23010.547,40.949097
10-01-2023 2:45:00000,531.414185,65.270859,0.000000,0.000000,22965.309,23029.953,22987.293,53.452812,54.074776,53.974430,22994.180,53.834003
10-01-2023 3:00:00000,572.062134,57.708836,0.000000,0.000000,22961.904,23027.914,22982.343750,57.375687,58.052834,58.003265,22990.740,57.810570
10-01-2023 3:15:00000,582.826050,64.508659,0.000000,0.000000,22949.102,23014.445,22969.018,58.543388,59.251240,59.188992,22977.535,58.994537
10-01-2023 3:30:00000,582.667053,72.257912,0.000000,0.000000,22955.758,23021.211,22977.484,58.612347,59.310863,59.215908,22984.818,59.046371
10-01-2023 3:45:00000,582.769287,91.791641,0.000000,0.000000,22947.303,23011.707,22967.227,58.911221,59.635422,59.522545,22975.422,59.356453
10-01-2023 4:00:00000,582.885437,83.513496,0.000000,0.000000,22982.430,23047.068,23000.775,58.704197,59.427589,59.351021,23010.090,59.160934
10-01-2023 4:15:00000,582.823975,62.195648,0.000000,0.000000,22964.834,23030.389,22982.961,58.462940,59.174408,59.141422,22992.713,58.926235
10-01-2023 4:30:00000,582.900696,56.985165,0.000000,0.000000,22958.020,23024.562500,22976.014,58.433460,59.131596,59.126320,22986.195,58.897091
10-01-2023 4:45:00000,582.858704,53.566139,0.000000,0.000000,22958.916,23026.238,22978.029,58.400894,59.084660,59.078949,22987.729,58.854828
10-01-2023 5:00:00000,582.809875,55.016972,0.000000,0.000000,22962.809,23031.207,22981.187500,58.397060,59.067791,59.093239,22991.721,58.852703
10-01-2023 5:15:00000,582.786804,53.867897,0.000000,0.000000,22963.086,23030.406250,22980.961,58.376251,59.066879,59.078819,22991.488,58.840660
10-01-2023 5:30:00000,582.816711,55.109238,0.000000,0.000000,22950.629,23021.307,22968.779,58.433487,59.073925,59.143402,22980.238,58.883575
10-01-2023 5:45:00000,582.788391,65.910057,0.000000,0.000000,22955.453,23025.656250,22974.191,58.538883,59.181240,59.218632,22985.115,58.979561
10-01-2023 6:00:00000,582.739258,65.028542,0.000000,0.000000,22960.437500,23027.662,22978.127,58.493584,59.186771,59.185040,22988.744,58.955082
10-01-2023 6:15:00000,582.864380,67.040413,0.000000,0.000000,22961.770,23028.465,22979.910,58.523697,59.223881,59.203762,22990.033,58.983788
10-01-2023 6:30:00000,582.767517,67.868767,0.000000,0.000000,22960.711,23028.109,22979.271,58.528584,59.216084,59.203781,22989.365,58.982864
10-01-2023 6:45:00000,582.768738,68.032593,0.000000,0.000000,22965.383,23031.604,22984.584,58.523460,59.225437,59.179466,22993.850,58.976177
10-01-2023 7:00:00000,582.808960,55.599659,0.000000,0.000000,22953.904,23019.832,22971.543,58.407249,59.124336,59.109871,22981.762,58.880459
10-01-2023 7:15:00000,582.803528,74.933250,0.000000,0.000000,22949.574,23016.441,22966.990,58.647545,59.347164,59.332767,22977.678,59.109116
10-01-2023 7:30:00000,582.708313,82.984680,0.000000,0.000000,22966.086,23034.336,22985.336,58.723217,59.392872,59.367756,22995.229,59.161259
10-01-2023 7:45:00000,582.682312,72.170029,0.000000,0.000000,22949.238,23017.715,22972.062500,58.630199,59.289417,59.230167,22979.680,59.049942
10-01-2023 8:00:00000,582.647095,76.252762,0.000000,0.000000,22968.811,23035.785,22990.238,58.619686,59.309372,59.238419,22998.256,59.055847
10-01-2023 8:15:00000,582.733337,66.115585,0.000000,0.000000,22958.955,23029.994,22979.945,58.541115,59.150173,59.193703,22989.627,58.961639
10-01-2023 8:30:00000,582.724548,78.259064,0.000000,0.000000,22953.387,23022.506,22971.840,58.709484,59.297134,59.386185,22982.592,59.130913
10-01-2023 8:45:00000,582.823425,15.790204,0.000000,13.735393,22985.340,23065.093750,23019.223,58.318096,58.741940,58.883026,23023.211,58.647663
10-01-2023 9:00:00000,582.796814,1.046277,0.000000,39.483799,22943.883,23035.113,22994.707,58.636410,58.840218,59.036491,22991.236,58.837673
10-01-2023 9:15:00000,582.927917,1.096063,0.000000,39.092964,22941.318,23033.566,22992.004,58.651115,58.841835,59.058449,22988.951,58.850464
10-01-2023 9:30:00000,608.526550,30.011744,0.000000,15.875772,22914.414,22999.768,22953.109,61.217422,61.625965,61.766468,22955.770,61.536568
10-01-2023 9:45:00000,644.638367,60.426388,0.000000,0.482502,22971.709,23044.568,22999.854,64.679710,65.400223,65.331856,23005.377,65.137260
10-01-2023 10:00:00000,644.758362,44.873962,0.000000,0.415511,22952.820,23023.643,22978.834,64.584328,65.354324,65.296913,22985.111,65.078537
10-01-2023 10:15:00000,644.748535,59.375286,0.000000,0.001315,22956.311,23030.193,22981.566,64.676056,65.401299,65.398193,22989.343750,65.158493
10-01-2023 10:30:00000,539.030701,34.982155,0.000000,0.890065,22952.209,23025.756,22977.963,54.017227,54.555321,54.609020,22985.309,54.393860
10-01-2023 10:45:00000,1.926541,0.000000,2.754296,4.335775,22904.051,22977.883,22939.646,0.770462,0.648859,0.884177,22940.527,0.767831
10-01-2023 11:00:00000,0.000000,0.000000,1.348861,3.294780,22936.371,23017.086,22974.584,0.415646,0.301829,0.527492,22976.021,0.414989
10-01-2023 11:15:00000,0.000000,0.000000,1.362520,3.435162,22973.066,23061.551,23006.689,0.425118,0.319445,0.544085,23013.785,0.429549
10-01-2023 11:30:00000,0.000000,0.000000,1.348219,3.298610,22938.785,23026.996,22970.990,0.411371,0.305768,0.527871,22978.904,0.415003
10-01-2023 11:45:00000,0.000000,0.000000,1.350800,3.306603,22965.359,23056.623,22996.658,0.413546,0.304757,0.528356,23006.193,0.415553
10-01-2023 12:00:00000,0.000000,0.000000,1.348001,3.273579,22974.218750,23070.512,23009.955,0.400170,0.308878,0.524306,23018.229,0.411118
10-01-2023 12:15:00000,0.000000,0.000000,1.346983,3.283431,22962.453,23058.145,22993.066,0.392341,0.318540,0.527100,23004.531250,0.412660
10-01-2023 12:30:00000,0.385878,0.087987,5.749835,7.266111,22940.838,23033.092,22970.764,1.008591,0.908718,1.147482,22981.570,1.021597
10-01-2023 12:45:00000,388.449524,30.811163,0.000000,0.234990,22941.779,23026.303,22974.100,39.238525,39.217796,39.472080,22980.725,39.309483
10-01-2023 13:00:00000,503.852722,45.037918,0.000000,0.000000,22956.713,23041.889,22988.100,50.652111,50.838322,51.071163,22995.578,50.853886
10-01-2023 13:15:00000,619.645630,39.266277,0.000000,0.000000,22957.166,23044.924,22987.033,62.025558,62.457226,62.702015,22996.371,62.394936
10-01-2023 13:30:00000,621.723999,22.444622,0.000000,0.418371,22960.490,23052.521,22989.389,62.137665,62.525623,62.882805,23000.803,62.515362
10-01-2023 13:45:00000,621.776855,26.571646,0.000000,0.005408,22941.248,23031.650,22967.553,62.182274,62.609772,62.969765,22980.150,62.587204
10-01-2023 14:00:00000,621.741272,40.608147,0.000000,0.000000,22956.828,23046.437500,22976.877,62.178055,62.639267,63.054722,22993.387,62.623997
10-01-2023 14:15:00000,621.704956,44.946625,0.000000,0.000000,22948.654,23038.055,22971.752,62.251251,62.695354,63.053101,22986.156250,62.666500
